true_class,neg_class,cap_shape,cap_surface,cap_color,odor
0,1,24,6,14,14
0,1,6,6,14,14
0,1,6,25,7,14
0,1,24,6,14,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,6,7,14
0,1,6,6,5,14
0,1,24,6,14,14
0,1,24,25,5,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,6,23,14
0,1,6,25,7,14
0,1,6,19,7,14
0,1,6,6,14,14
0,1,24,25,5,14
1,0,6,25,23,16
0,1,24,25,7,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,6,6,7,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,6,19,23,14
0,1,24,25,14,14
0,1,24,6,7,14
0,1,24,6,14,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,6,14,14
0,1,24,25,14,14
1,0,6,19,23,16
0,1,24,6,7,14
0,1,6,19,23,14
0,1,24,19,7,14
0,1,24,6,7,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,24,25,7,14
0,1,6,6,14,14
0,1,24,6,14,14
1,0,24,6,7,6
0,1,24,25,5,14
0,1,24,6,14,14
1,0,24,19,23,16
0,1,24,25,7,14
0,1,6,6,14,14
0,1,24,6,14,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,24,25,5,14
0,1,24,6,5,14
1,0,24,19,23,16
0,1,6,6,7,14
0,1,24,6,7,14
0,1,6,25,5,14
0,1,6,25,7,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,6,7,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,6,14,14
0,1,24,6,14,14
0,1,24,25,14,14
0,1,6,6,7,14
0,1,24,6,5,14
0,1,6,6,14,14
1,0,24,19,16,3
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,6,14,14
0,1,6,6,5,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,6,7,14
0,1,24,6,7,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,24,6,5,14
0,1,6,25,14,14
0,1,6,25,5,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,7,14
1,0,24,6,7,6
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,6,14,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,6,6,7,14
0,1,6,6,7,14
0,1,24,25,7,14
0,1,24,6,7,14
0,1,24,25,7,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,6,14,14
0,1,24,25,5,14
0,1,24,6,14,14
0,1,6,6,7,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,14,14
0,1,24,25,7,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,24,6,14,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,25,7,14
1,0,6,25,14,16
0,1,24,19,7,14
0,1,24,6,7,14
0,1,24,6,5,14
1,0,24,19,16,3
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,19,23,14
0,1,6,6,7,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,5,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,5,14
1,0,6,25,23,16
0,1,6,6,14,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,25,7,14
0,1,6,19,23,14
0,1,24,6,14,14
0,1,24,6,14,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,6,6,14,14
0,1,6,6,5,14
0,1,24,25,5,14
1,0,24,19,23,3
0,1,6,6,14,14
0,1,6,6,7,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,6,19,23,14
0,1,24,25,7,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,6,7,14
0,1,24,25,14,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,5,14
0,1,24,25,14,14
1,0,24,6,7,6
0,1,6,6,7,14
0,1,24,25,5,14
1,0,24,6,7,6
0,1,24,25,5,14
0,1,24,6,5,14
1,0,24,6,7,6
1,0,24,6,16,3
0,1,24,6,7,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,6,14,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,14,14
1,0,24,6,23,3
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,6,6,7,14
0,1,24,6,5,14
1,0,24,6,7,6
0,1,24,25,5,14
0,1,6,6,7,14
0,1,6,25,5,14
0,1,24,6,5,14
1,0,24,6,7,6
0,1,24,25,14,14
0,1,24,25,14,14
0,1,24,25,14,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,6,7,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,25,7,14
0,1,6,6,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,6,6,14,14
1,0,24,6,7,6
0,1,24,6,7,14
0,1,24,25,14,14
0,1,24,6,7,14
0,1,24,6,7,14
0,1,24,25,7,14
0,1,6,6,14,14
0,1,6,6,7,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,6,6,14,14
1,0,24,6,7,6
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,6,25,7,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,14,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,14,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,25,14,14
1,0,24,6,7,3
0,1,6,6,7,14
0,1,24,6,14,14
0,1,6,19,14,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,6,25,7,14
0,1,24,25,7,14
0,1,6,25,5,14
0,1,24,25,7,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,6,25,14,14
0,1,24,25,14,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,6,6,23,14
0,1,24,25,14,14
0,1,24,6,7,14
0,1,6,25,5,14
0,1,24,6,5,14
0,1,24,25,14,14
0,1,6,25,14,14
0,1,24,25,7,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,24,6,7,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,6,6,7,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,6,6,14,14
1,0,24,6,16,3
0,1,24,6,5,14
0,1,24,6,14,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,6,19,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,25,14,14
0,1,6,6,7,14
0,1,24,6,5,14
0,1,6,6,14,14
1,0,24,6,7,6
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,6,6,5,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,14,14
0,1,24,25,5,14
0,1,6,6,7,14
0,1,24,25,14,14
0,1,6,25,5,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,25,7,14
0,1,6,25,7,14
0,1,24,25,14,14
0,1,24,19,7,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,14,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,6,6,7,14
0,1,24,6,5,14
0,1,6,25,14,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,6,7,14
0,1,24,25,14,14
0,1,24,25,7,14
1,0,24,6,7,3
0,1,24,25,14,14
0,1,24,6,7,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,6,25,7,14
0,1,24,6,7,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,6,6,14,14
0,1,24,6,7,14
1,0,24,6,7,6
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,6,7,14
1,0,24,6,7,6
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,24,6,7,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,6,6,7,14
0,1,6,6,14,14
0,1,24,6,14,14
0,1,24,25,5,14
0,1,6,19,7,14
0,1,24,25,5,14
0,1,6,6,7,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,6,7,14
1,0,24,6,23,3
0,1,24,25,5,14
0,1,24,6,5,14
0,1,24,25,14,14
0,1,6,6,23,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,6,25,5,14
0,1,24,6,5,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,6,5,14
0,1,6,25,5,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,6,14,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,6,7,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,6,6,7,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,6,5,14
0,1,24,6,14,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,6,7,14
1,0,24,6,16,3
0,1,24,25,14,14
0,1,24,6,5,14
0,1,6,19,14,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,14,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,6,14,14
0,1,6,6,7,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,5,14
0,1,24,25,7,14
0,1,6,6,7,14
0,1,24,6,5,14
1,0,24,19,16,3
0,1,6,25,14,14
0,1,24,25,5,14
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,25,7,14
0,1,6,6,7,14
0,1,6,6,5,14
0,1,6,6,7,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,19,23,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,6,6,5,14
0,1,24,6,7,14
0,1,6,6,14,14
1,0,24,19,7,3
0,1,6,25,5,14
0,1,24,25,7,14
0,1,24,6,14,14
0,1,24,25,5,14
1,0,24,6,23,3
0,1,24,25,5,14
0,1,6,6,7,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,6,25,14,14
0,1,24,25,7,14
0,1,6,25,14,14
0,1,24,6,7,14
1,0,24,6,7,6
0,1,24,25,7,14
0,1,24,25,7,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,6,7,14
0,1,24,6,7,14
0,1,6,6,7,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,25,5,14
0,1,24,6,14,14
0,1,24,25,7,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,6,25,14,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,6,6,5,14
0,1,24,6,7,14
0,1,24,25,7,14
0,1,24,25,7,14
1,0,24,6,7,6
0,1,24,6,7,14
0,1,24,6,7,14
0,1,24,6,14,14
0,1,24,6,7,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,25,14,14
0,1,6,25,7,14
0,1,6,6,7,14
1,0,24,6,7,6
0,1,24,6,14,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,24,6,14,14
0,1,6,6,14,14
0,1,24,25,7,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,6,6,7,14
0,1,24,6,7,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,25,14,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,6,6,14,14
0,1,24,25,5,14
0,1,24,6,14,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,6,14,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,6,6,7,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,6,6,14,14
0,1,6,6,14,14
0,1,24,6,7,14
0,1,24,25,7,14
0,1,24,6,14,14
0,1,6,6,14,14
0,1,24,25,14,14
0,1,24,25,7,14
0,1,24,6,7,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,25,5,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,24,6,5,14
0,1,6,25,7,14
0,1,24,6,7,14
0,1,24,6,5,14
0,1,24,6,7,14
0,1,6,6,14,14
1,0,24,6,7,6
0,1,24,6,14,14
0,1,24,25,7,14
0,1,6,6,14,14
0,1,24,6,5,14
0,1,6,6,7,14
0,1,24,25,14,14
0,1,24,25,5,14
0,1,24,25,5,14
0,1,24,25,14,14
0,1,24,25,14,14
1,0,24,25,25,6
0,1,6,25,14,14
1,0,24,6,7,6
1,0,24,6,7,3
0,1,6,6,7,14
0,1,6,6,5,14
0,1,6,25,14,14
0,1,6,6,5,14
1,0,24,6,7,6
0,1,6,6,7,14
0,1,6,25,5,14
0,1,6,25,5,14
1,0,24,6,23,3
0,1,24,6,5,14
0,1,6,25,14,14
1,0,24,6,7,6
1,0,24,6,7,6
0,1,6,25,5,14
0,1,6,25,5,14
0,1,6,6,14,14
0,1,6,6,7,14
0,1,6,6,5,14
0,1,6,25,5,14
0,1,6,25,5,14
0,1,6,25,5,14
1,0,24,6,16,3
1,0,24,6,7,6
0,1,6,6,5,14
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,6,7,14
0,1,6,6,5,14
0,1,6,25,5,14
1,0,6,6,7,6
0,1,6,25,14,14
0,1,6,25,5,14
1,0,24,6,7,3
0,1,6,6,5,14
0,1,6,25,5,14
1,0,24,25,25,6
1,0,6,6,25,6
0,1,6,25,14,14
0,1,6,25,14,14
0,1,6,25,7,14
0,1,6,25,14,14
0,1,24,25,5,14
1,0,24,19,16,3
0,1,6,25,14,14
0,1,24,25,5,14
0,1,6,6,5,14
0,1,6,25,14,14
1,0,24,19,23,3
0,1,6,6,7,14
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,25,14,14
1,0,24,19,7,3
1,0,24,6,16,3
0,1,6,25,5,14
1,0,24,6,7,6
1,0,24,19,23,3
1,0,24,6,7,6
0,1,6,25,14,14
1,0,24,25,25,6
0,1,6,25,7,14
0,1,6,25,14,14
0,1,6,25,7,14
1,0,24,19,23,3
1,0,24,6,7,6
0,1,6,25,7,14
0,1,24,25,14,14
0,1,6,25,7,14
1,0,24,6,7,6
0,1,6,25,14,14
1,0,6,6,7,6
0,1,6,6,5,14
0,1,24,6,14,14
1,0,6,6,7,6
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,25,5,14
1,0,24,6,7,6
0,1,6,6,5,14
0,1,6,25,14,14
1,0,24,6,7,6
0,1,6,25,5,14
1,0,24,6,7,6
0,1,6,25,5,14
1,0,24,6,7,6
1,0,24,6,7,6
1,0,24,6,7,6
0,1,6,25,5,14
1,0,24,6,7,6
0,1,6,6,5,14
1,0,24,19,7,3
0,1,6,25,7,14
1,0,24,19,16,3
0,1,6,6,5,14
0,1,6,6,5,14
0,1,6,25,5,14
0,1,6,25,14,14
1,0,24,6,7,6
1,0,6,6,25,6
1,0,24,19,7,3
0,1,6,6,5,14
0,1,6,6,5,14
0,1,6,25,5,14
0,1,6,25,14,14
1,0,24,6,7,6
1,0,24,6,7,3
0,1,6,6,7,14
0,1,6,25,5,14
0,1,6,25,5,14
0,1,6,6,7,14
0,1,6,25,14,14
0,1,6,25,14,14
0,1,6,6,5,14
1,0,24,19,7,3
1,0,24,6,23,3
0,1,6,6,7,14
0,1,6,25,7,14
1,0,24,6,7,6
0,1,24,25,5,14
1,0,24,19,23,3
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,6,5,14
0,1,6,25,14,14
0,1,6,25,7,14
0,1,6,25,14,14
0,1,6,25,7,14
0,1,6,25,7,14
0,1,24,6,14,14
0,1,6,25,5,14
0,1,6,6,5,14
0,1,6,25,5,14
1,0,24,6,25,6
0,1,6,25,7,14
0,1,6,25,14,14
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,25,5,14
0,1,6,25,7,14
1,0,24,19,23,3
1,0,24,6,23,3
0,1,6,6,14,14
0,1,6,6,5,14
0,1,6,25,5,14
1,0,24,6,7,6
0,1,6,6,7,14
0,1,6,6,7,14
0,1,6,6,7,14
1,0,24,19,23,3
0,1,24,25,5,14
0,1,6,25,5,14
1,0,24,6,7,6
0,1,6,6,5,14
1,0,24,6,7,6
1,0,24,6,16,3
0,1,6,25,7,14
1,0,24,6,7,6
1,0,24,6,23,3
1,0,24,6,7,6
0,1,6,25,5,14
1,0,24,25,7,6
1,0,24,19,7,3
0,1,6,25,7,14
0,1,6,25,14,14
0,1,6,6,5,14
1,0,24,6,7,6
1,0,24,6,16,3
0,1,24,25,14,14
0,1,6,6,5,14
0,1,6,25,14,14
0,1,6,25,7,14
1,0,24,25,7,6
0,1,6,25,14,14
1,0,24,6,16,3
1,0,24,6,23,3
0,1,6,6,5,14
0,1,6,25,14,14
0,1,6,25,5,14
0,1,6,25,7,14
1,0,24,6,7,6
1,0,24,6,7,6
0,1,6,6,5,14
1,0,24,25,25,6
1,0,24,19,16,3
0,1,6,6,5,14
1,0,6,6,25,6
0,1,6,25,5,14
0,1,6,25,5,14
0,1,24,6,14,14
0,1,6,6,5,14
0,1,6,6,7,14
1,0,24,6,7,6
0,1,6,25,5,14
1,0,6,6,7,6
0,1,6,25,5,14
0,1,6,6,5,14
0,1,6,6,7,14
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,25,7,14
1,0,24,6,7,6
1,0,24,6,23,3
0,1,6,6,5,14
1,0,24,6,25,6
0,1,6,25,5,14
0,1,6,25,7,14
0,1,6,6,5,14
0,1,6,6,7,14
0,1,6,25,7,14
0,1,6,6,5,14
1,0,24,19,7,3
0,1,6,25,7,14
0,1,6,25,14,14
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,25,14,14
0,1,24,6,7,14
0,1,6,6,7,14
1,0,24,6,7,6
1,0,24,19,23,3
0,1,6,6,7,14
0,1,6,6,7,14
0,1,6,25,7,14
1,0,24,6,7,6
1,0,24,19,23,3
1,0,24,6,7,6
0,1,24,25,7,14
1,0,24,6,7,6
0,1,6,25,5,14
0,1,6,25,7,14
0,1,24,6,7,14
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,25,7,14
1,0,24,19,23,3
1,0,24,25,25,6
0,1,6,6,5,14
1,0,24,6,7,6
1,0,24,6,7,6
0,1,24,25,14,14
1,0,24,6,7,6
0,1,6,25,14,14
0,1,6,6,7,14
0,1,6,25,7,14
0,1,6,25,7,14
1,0,24,19,7,3
0,1,6,6,7,14
0,1,6,25,5,14
0,1,6,25,14,14
0,1,6,25,7,14
1,0,24,6,16,3
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,6,7,14
1,0,24,19,16,3
0,1,24,25,7,14
1,0,24,6,7,6
1,0,24,6,7,6
0,1,6,25,14,14
0,1,6,25,14,14
1,0,24,19,7,3
1,0,6,6,7,6
1,0,24,6,16,3
0,1,6,25,5,14
0,1,6,25,7,14
0,1,6,6,5,14
1,0,24,6,25,6
0,1,6,6,7,14
1,0,24,6,23,3
1,0,24,6,7,6
0,1,6,6,5,14
0,1,6,25,7,14
1,0,24,6,7,6
1,0,24,6,7,6
1,0,24,19,16,3
0,1,24,25,7,14
1,0,24,6,7,6
0,1,6,25,14,14
0,1,24,25,14,14
0,1,6,25,5,14
0,1,6,25,7,14
0,1,6,6,5,14
0,1,6,25,7,14
0,1,6,6,7,14
1,0,24,6,16,3
0,1,6,6,5,14
0,1,6,6,5,14
1,0,24,19,23,3
0,1,6,6,7,14
0,1,6,25,14,14
1,0,24,6,7,6
0,1,6,6,5,14
1,0,24,6,7,6
0,1,6,6,5,14
0,1,6,25,7,14
0,1,6,6,7,14
1,0,24,6,7,6
0,1,6,25,5,14
1,0,24,6,23,3
0,1,6,25,14,14
0,1,24,25,7,14
0,1,6,25,14,14
0,1,6,25,5,14
0,1,6,25,7,14
0,1,6,25,5,14
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,25,7,14
0,1,6,6,7,14
0,1,6,25,7,14
0,1,6,6,5,14
0,1,6,6,5,14
0,1,6,25,14,14
0,1,6,6,14,14
1,0,24,6,16,3
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,25,5,14
1,0,24,19,23,3
1,0,24,6,16,3
1,0,24,6,7,6
0,1,24,6,7,14
0,1,6,25,5,14
1,0,24,19,16,3
0,1,6,25,7,14
0,1,6,25,14,14
1,0,24,6,7,6
0,1,6,25,14,14
0,1,24,6,5,14
1,0,24,6,23,3
0,1,6,25,14,14
1,0,24,6,7,6
0,1,6,25,5,14
1,0,24,6,25,6
0,1,6,6,7,14
0,1,24,6,5,14
0,1,6,25,5,14
0,1,6,25,7,14
1,0,24,6,7,3
0,1,6,25,7,14
0,1,6,6,5,14
1,0,24,6,7,6
0,1,6,25,14,14
1,0,24,19,7,3
1,0,24,6,7,6
0,1,6,6,5,14
0,1,6,25,14,14
0,1,6,25,7,14
0,1,6,6,7,14
1,0,24,6,23,3
1,0,24,6,7,6
1,0,24,6,7,3
0,1,6,6,5,14
0,1,6,25,5,14
1,0,6,25,7,6
1,0,24,6,7,6
0,1,6,25,5,14
1,0,24,6,16,3
1,0,24,19,7,3
0,1,6,25,5,14
0,1,6,6,5,14
0,1,6,25,5,14
0,1,6,25,14,14
1,0,24,19,16,3
1,0,24,6,7,6
0,1,6,6,5,14
0,1,6,25,5,14
0,1,6,6,7,14
0,1,6,6,5,14
0,1,6,25,14,14
0,1,6,25,5,14
1,0,6,6,25,6
0,1,24,6,7,14
1,0,24,19,16,3
0,1,24,25,5,14
0,1,6,6,7,14
0,1,6,6,5,14
0,1,24,6,5,14
0,1,6,25,7,14
0,1,6,6,5,14
1,0,24,19,23,3
1,0,24,25,7,6
1,0,24,6,16,3
0,1,6,25,7,14
0,1,24,25,14,14
1,0,24,6,7,3
0,1,6,25,14,14
1,0,24,6,16,3
0,1,6,6,5,14
1,0,24,19,23,3
0,1,24,25,14,14
1,0,24,6,7,6
1,0,24,19,7,3
0,1,6,25,14,14
1,0,24,6,7,6
1,0,24,19,16,3
0,1,6,25,5,14
1,0,24,19,7,3
0,1,24,25,7,14
0,1,24,25,7,14
0,1,6,25,14,14
0,1,6,25,14,14
0,1,6,6,14,14
1,0,24,19,7,3
0,1,6,6,7,14
0,1,24,6,5,14
0,1,6,6,7,14
0,1,6,25,5,14
0,1,6,25,14,14
1,0,24,6,7,6
1,0,24,19,7,3
0,1,6,25,5,14
0,1,24,25,7,14
1,0,24,6,7,3
0,1,6,25,14,14
0,1,6,25,7,14
0,1,6,6,5,14
1,0,24,6,25,6
1,0,24,19,7,3
0,1,6,25,7,14
0,1,6,25,14,14
0,1,6,25,14,14
0,1,6,25,7,14
0,1,6,25,7,14
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,6,5,14
1,0,24,6,7,3
0,1,6,25,7,14
1,0,6,25,7,6
0,1,6,6,5,14
1,0,24,6,7,6
0,1,6,25,7,14
1,0,24,6,16,3
0,1,6,6,5,14
1,0,24,6,16,3
1,0,24,19,23,3
0,1,6,25,7,14
1,0,24,19,16,3
1,0,24,6,7,6
0,1,24,6,14,14
0,1,6,25,7,14
0,1,6,25,5,14
1,0,24,6,7,6
1,0,24,6,7,3
1,0,24,6,7,6
1,0,24,6,23,3
0,1,6,25,14,14
0,1,6,25,7,14
1,0,24,6,23,3
0,1,24,25,7,14
0,1,6,25,14,14
0,1,6,6,7,14
0,1,24,25,5,14
0,1,6,25,5,14
1,0,24,6,23,3
0,1,6,6,5,14
1,0,24,25,25,6
0,1,6,6,7,14
0,1,6,25,14,14
1,0,24,6,7,3
1,0,24,19,16,3
0,1,6,6,5,14
0,1,24,6,7,14
0,1,6,25,7,14
1,0,24,6,7,6
0,1,24,25,14,14
0,1,6,25,7,14
0,1,6,6,7,14
1,0,24,6,7,3
0,1,6,25,14,14
1,0,24,6,7,6
0,1,6,25,7,14
0,1,6,6,5,14
0,1,6,6,5,14
1,0,24,19,23,3
1,0,24,6,23,3
0,1,6,6,5,14
0,1,6,6,5,14
0,1,6,25,14,14
1,0,24,6,7,6
